2.1909743637220127	2.6932066327882147	2.287093950189173	2.00569219893593	1.6915339647567513	1.5755122970505309	1.3034543352514745	1.324691747023208	1.155593760779134	1.1339922666429998	1.0620780549458455	1.0651333735954192	0.8608937666005303	0.8736865453143767	0.740738742266598	0.786928319403406	0.7441552602040213	0.6405610508246252	0.6359235169290598	0.6126156076611202	0.5741112746779973	
2.9288690340031964	2.7909078073858056	2.599577898914043	2.818980960973088	2.165062410497612	2.1824286580564047	1.9757837480599947	1.895795028628392	1.9175503742812912	1.6719588200259368	1.7088672706060075	1.6628431958388783	1.437810940803516	1.4819189941085062	1.3563575327278676	1.3068695649132214	1.2382195930585627	1.2427148649437967	1.2628062084034264	1.2211155354624799	1.1642771154201765	
3.288784761644184	3.139696563122876	3.1254640363348853	2.8793632812100465	2.633071917711056	2.343087435733801	2.429855065679934	2.3382267139935085	2.1833421467964027	2.0474197883268057	2.1146068531611695	1.9125799467424758	1.9457416067608482	1.7611123526887804	1.8177754586922439	1.7337917395959512	1.766451858542527	1.6905674106821191	1.6671784670802505	1.4891557884747813	1.453928091350677	
3.3514383877101026	3.1073327468543437	2.88615349685064	2.993965512791966	2.5976115819764765	2.56364844422318	2.776471054590424	2.5498071218875253	2.4571730787310693	2.3363124757461255	2.3066206318819877	2.1291765892674546	1.9507641614058915	2.03579330141537	2.0256547280964545	1.9134757610785118	1.8198279359694491	1.890121680139453	2.0016384331884973	1.7382160567164966	1.9180168528118464	
3.434218372227927	3.358155440266812	3.1349047979056923	2.8567257194905173	2.902305502950995	2.763947800892045	2.711547405202161	2.5037299136238986	2.4840495799592945	2.42952179686177	2.379787069424334	2.1813517831222753	2.2306660200281625	2.2388518726187474	2.1084958662350655	2.1380067781966834	1.9840236046501825	2.275247719320208	2.0039124411546876	1.9408729689844857	1.9130192181109438	
2.8202744632588823	3.3980870156757907	2.9839726633385117	3.142758153520986	2.942253245262239	2.7264758922106456	2.698177532959144	2.486951284620178	2.6600056570068245	2.531394914334289	2.4416032771226654	2.3753210784959364	2.3395401145264088	2.237542667461465	2.187645472526178	2.300456850953353	2.2259734379435736	2.147534432439848	2.156618549106223	2.1225305575153595	2.066978660308958	
3.3059742559486276	3.333841918691289	2.739645155449452	3.0646708233093567	3.123058328685164	2.890810519527358	2.7820758316452983	2.635497522681487	2.629690100076677	2.6022768935336766	2.6472463018862977	2.5346648599714316	2.5983877565328717	2.5092345284599995	2.4087384386563335	2.4615145678677623	2.3207266138403417	2.324837403778858	2.139512538570258	2.2119645514830486	2.1180973587534067	
3.502654376017162	3.4327732793246484	3.2036399380890517	2.951252028473188	3.065748550101423	2.680696148410254	2.8254887689877726	2.80836841174282	2.570894559020071	2.601062042265026	2.6875870313206343	2.6586332996629842	2.610462439674181	2.4863339649702225	2.521421692007472	2.389510927512445	2.3973317811038357	2.3128712800884124	2.4028049822599673	2.315343946341981	2.3234489952474466	
3.6381976559011404	3.089606675056389	3.1254158504404113	3.068331210768673	3.0646794438050273	3.0408823860594465	2.95995463192116	2.7169183820589766	2.6110766188757157	2.5839687356930323	2.6513391045349874	2.6592893148884422	2.663155534519369	2.5468345680070867	2.461360436136772	2.4511483996547048	2.4243939432640746	2.431876104935243	2.3172566640267362	2.5341185181066628	2.441128712920705	
3.385573503962403	3.1628085389893257	3.060567687992928	2.8530283716204843	2.9823400682859145	3.001152774440373	3.0268851332180646	2.868462156116489	2.793612559079043	2.824125400741622	2.812890770914186	2.903465629298334	2.645299591967796	2.706800594322635	2.502963075036614	2.7014394588417523	2.5505854671462944	2.395838547629973	2.6534459027279276	2.546251427857543	2.2848599104623917	
